"Category","Minifilter","Altitude","Company"
"FSFilter Activity Monitor","ScAuthFSFlt2.sys","386711","Security Code LLC"
"FSFilter Activity Monitor","ScAuthFSFlt.sys","386710","Security Code LLC"
"FSFilter Activity Monitor","ScAuthIoDrv.sys","386700","Security Code LLC"
"FSFilter Activity Monitor","mfeaskm.sys","386610","McAfee Inc."
"FSFilter Activity Monitor","mfencfilter.sys","386600","McAfee"
"FSFilter Activity Monitor","WinFLAHdrv.sys","386540","NewSoftwares.net,Inc."
"FSFilter Activity Monitor","WinFLAdrv.sys","386530","NewSoftwares.net,Inc."
"FSFilter Activity Monitor","WinDBdrv.sys","386520","NewSoftwares.net,Inc."
"FSFilter Activity Monitor","WinFLdrv.sys","386510","NewSoftwares.net,Inc."
"FSFilter Activity Monitor","WinFPdrv.sys","386500","NewSoftwares.net,Inc."
"FSFilter Activity Monitor","varpffmon.sys","386486","Varlook Ltd."
"FSFilter Activity Monitor","SkyWPDrv.sys","386435","Sky Co.,Ltd."
"FSFilter Activity Monitor","SkyRGDrv.sys","386431","Sky Co., LTD."
"FSFilter Activity Monitor","SkyAMDrv.sys","386430","Sky Co., LTD."
"FSFilter Activity Monitor","SheedSelfProtection.sys","386421","SheedSoft Ltd"
"FSFilter Activity Monitor","arta.sys","386420","SheedSoft Ltd."
"FSFilter Activity Monitor","ApexSqlFilterDriver.sys","386410","ApexSQL LLC"
"FSFilter Activity Monitor","stflt.sys","386400","Xacti"
"FSFilter Activity Monitor","tbrdrv.sys","386390","Crawler Group"
"FSFilter Activity Monitor","WinTeonMiniFilter.sys","386320","Dmitry Stefankov"
"FSFilter Activity Monitor","wiper.sys","386310","Dmitry Stefankov"
"FSFilter Activity Monitor","DevMonMiniFilter.sys","386300","Dmitry Stefankov"
"FSFilter Activity Monitor","VMWVvpfsd.sys","386200","VMware, Inc."
"FSFilter Activity Monitor","RTOLogon.sys (Renamed)","386200","VMware, Inc."
"FSFilter Activity Monitor","Code42Filter.sys","386190","Code42"
"FSFilter Activity Monitor","AATFilter.sys","386189.5","Code42"
"FSFilter Activity Monitor","ConduantFSFltr.sys","386180","Conduant Corporation"
"FSFilter Activity Monitor","KtFSFilter.sys","386170","Keysight Technologies"
"FSFilter Activity Monitor","FileGuard.sys","386140","RES Software"
"FSFilter Activity Monitor","NetGuard.sys","386130","RES Software"
"FSFilter Activity Monitor","RegGuard.sys","386120","RES Software"
"FSFilter Activity Monitor","ImgGuard.sys","386110","RES Software"
"FSFilter Activity Monitor","AppGuard.sys","386100","RES Software"
"FSFilter Activity Monitor","RuiDiskFs.sys","386030","RuiGuard Ltd"
"FSFilter Activity Monitor","minitrc.sys","386020","Protected Networks"
"FSFilter Activity Monitor","cphsmon.sys","386010.5","Check Point Software Technologies Ltd."
"FSFilter Activity Monitor","cpepmon.sys","386010","Checkpoint Software"
"FSFilter Activity Monitor","CGWMF.sys","386000","NetIQ"
"FSFilter Activity Monitor","ISRegFlt.sys","385990","Flexera Software Inc."
"FSFilter Activity Monitor","ISRegFlt64.sys","385990","Flexera Software Inc."
"FSFilter Activity Monitor","shdlpSf.sys","385970","Comtrue Technology"
"FSFilter Activity Monitor","ctrPAMon.sys","385960","Comtrue Technology"
"FSFilter Activity Monitor","shdlpMedia.sys","385950","Comtrue Technology"
"FSFilter Activity Monitor","SealProtect.sys","385920.7","Beijing Bytedance"
"FSFilter Activity Monitor","FLProtect.sys","385920.5","Beijing Volcano Engine"
"FSFilter Activity Monitor","immflex.sys","385910","Immidio B.V."
"FSFilter Activity Monitor","StegoProtect.sys","385900","Stegosystems Inc"
"FSFilter Activity Monitor","brfilter.sys","385890","Bromium Inc"
"FSFilter Activity Monitor","BrCow_x_x_x_x.sys","385889","Bromium Inc"
"FSFilter Activity Monitor","BemK.sys","385888","Bromium Inc"
"FSFilter Activity Monitor","secRMM.sys","385880","Squadra Technologies, LLC."
"FSFilter Activity Monitor","dgfilter.sys","385870","DataGravity Inc."
"FSFilter Activity Monitor","WFP_MRT.sys","385860","FireEye Inc"
"FSFilter Activity Monitor","EsArtemis.sys","385855.5","Elpha Secure Technology Inc."
"FSFilter Activity Monitor","klrsps.sys","385815","Kaspersky Lab"
"FSFilter Activity Monitor","klsnsr.sys","385810","Kaspersky Lab"
"FSFilter Activity Monitor","TaniumRecorderDrv.sys","385800","Tanium"
"FSFilter Activity Monitor","bdsmonsys.sys","385750","Binary Defense Systems"
"FSFilter Activity Monitor","UptCtlDrv.sys","385725.5","Uptycs Inc."
"FSFilter Activity Monitor","CdsgFsFilter.sys","385700","CRU Data Security Group"
"FSFilter Activity Monitor","mssecflt.sys","385600","Microsoft"
"FSFilter Activity Monitor","Backupreader.sys","385500","Microsoft"
"FSFilter Activity Monitor","MsixPackagingToolMonitor.sys","385410","Microsoft"
"FSFilter Activity Monitor","AppVMon.sys","385400","Microsoft"
"FSFilter Activity Monitor","DpmFilter.sys","385300","Microsoft"
"FSFilter Activity Monitor","UCPD.sys","385250.5","Microsoft"
"FSFilter Activity Monitor","ahflt.sys","385250.3","Microsoft"
"FSFilter Activity Monitor","SystemInformer.sys","385210.5","Winsider Seminars & Solutions, Inc."
"FSFilter Activity Monitor","Procmon11.sys","385200","Microsoft"
"FSFilter Activity Monitor","wtd.sys","385110","Microsoft"
"FSFilter Activity Monitor","uberAgentFilter.sys","385105.5","vast limits GmbH"
"FSFilter Activity Monitor","minispy.sys - Top","385100","Microsoft"
"FSFilter Activity Monitor","fdrtrace.sys","385001","Microsoft"
"FSFilter Activity Monitor","filetrace.sys","385000","Microsoft"
"FSFilter Activity Monitor","uwfreg.sys","384910","Microsoft"
"FSFilter Activity Monitor","uwfs.sys","384900","Microsoft"
"FSFilter Activity Monitor","locksmith.sys","384800","Microsoft"
"FSFilter Activity Monitor","winload.sys","384700","Microsoft"
"FSFilter Activity Monitor","ComcastFsFilter.sys","384325.5","Comcast"
"FSFilter Activity Monitor","csfilter.sys","384203.5","CloudGUARD GmbH"
"FSFilter Activity Monitor","wizsense.sys","384081.5","Wiz Inc."
"FSFilter Activity Monitor","vbfprot.sys","383837.7","VIBRANIUM ALLTECH PVT LTD"
"FSFilter Activity Monitor","vbpprot.sys","383837.3","VIBRANIUM ALLTECH PVT LTD"
"FSFilter Activity Monitor","sensork.sys","383593.5","Dream Group Ltd."
"FSFilter Activity Monitor","SFPMonitor.sys - Top","383350","SonicWall Inc"
"FSFilter Activity Monitor","FilrDriver.sys","383340","Micro Focus"
"FSFilter Activity Monitor","rwchangedrv.sys","383330","Rackware"
"FSFilter Activity Monitor","airship-filter.sys","383320","AIRWare Technology Ltd"
"FSFilter Activity Monitor","AeFilter.sys","383310","Faronics Corporation"
"FSFilter Activity Monitor","QQProtect.sys","383300","Tencent (Shenzhen)"
"FSFilter Activity Monitor","QQProtectX64.sys","383300","Tencent (Shenzhen)"
"FSFilter Activity Monitor","KernelAgent32.sys","383260","ZoneFox"
"FSFilter Activity Monitor","WRDWIZFILEPROT.SYS","383251","WardWiz"
"FSFilter Activity Monitor","WRDWIZREGPROT.SYS","383250","WardWiz"
"FSFilter Activity Monitor","groundling32.sys","383200","Dell Secureworks"
"FSFilter Activity Monitor","groundling64.sys","383200","Dell Secureworks"
"FSFilter Activity Monitor","avgtpx86.sys","383190","AVG Technologies CZ, s.r.o"
"FSFilter Activity Monitor","avgtpx64.sys","383190","AVG Technologies CZ, s.r.o"
"FSFilter Activity Monitor","DataNow_Driver.sys","383182","AppSense Ltd"
"FSFilter Activity Monitor","UcaFltDriver.sys","383180","AppSense Ltd"
"FSFilter Activity Monitor","YFSD2.sys","383170","Yokogawa Corpration"
"FSFilter Activity Monitor","Kisknl.sys","383160","kingsoft"
"FSFilter Activity Monitor","MWatcher.sys","383150","Neowiz Corporation"
"FSFilter Activity Monitor","tsifilemon.sys","383140","Intercom Inc."
"FSFilter Activity Monitor","FIM.sys","383130","eIQnetworks Inc."
"FSFilter Activity Monitor","cFSfdrv","383120","Chaewool"
"FSFilter Activity Monitor","ajfsprot.sys","383110","Analytik Jena AG"
"FSFilter Activity Monitor","isafermon","383100","(c)SMS"
"FSFilter Activity Monitor","kfac.sys","383000","Beijing CA-JinChen Software Co., Ltd"
"FSFilter Activity Monitor","GUMHFilter.sys","382910","Glarysoft Ltd."
"FSFilter Activity Monitor","PsAcFileAccessFilter.sys","382902","FUJITSU SOFTWARE"
"FSFilter Activity Monitor","FJGSDis2.sys","382900","FUJITSU LIMITED"
"FSFilter Activity Monitor","prnatch.sys","382890.5","Fujitsu Ltd."
"FSFilter Activity Monitor","secure_os.sys","382890","Fsas Technologies Inc."
"FSFilter Activity Monitor","ibr2fsk.sys","382880","FUJITSU ENGINEERING"
"FSFilter Activity Monitor","FJSeparettiFilterRedirect.sys","382860","FUJITSU LIMITED"
"FSFilter Activity Monitor","Fsw31rj1.sys","382855","FUJITSU LIMITED"
"FSFilter Activity Monitor","da_ctl.sys","382850","FUJITSU LIMITED"
"FSFilter Activity Monitor","zqFilter.sys","382800","magrasoft Ltd"
"FSFilter Activity Monitor","ntps_fa.sys","382700","Superna"
"FSFilter Activity Monitor","ancfunc.sys","382650","Aunaki"
"FSFilter Activity Monitor","sConnect.sys","382600","I-O DATA DEVICE, INC"
"FSFilter Activity Monitor","AdaptivaClientCache32.sys","382500","Adaptiva"
"FSFilter Activity Monitor","AdaptivaclientCache64.sys","382500","Adaptiva"
"FSFilter Activity Monitor","phantomd.sys","382440","Veramine Inc"
"FSFilter Activity Monitor","GoFSMF.sys","382430","Gorizonty Rosta Ltd"
"FSFilter Activity Monitor","SWCommFltr.sys","382420","SnoopWall LLC"
"FSFilter Activity Monitor","atflt.sys","382410","Atlansys Software, LLC"
"FSFilter Activity Monitor","amfd.sys","382400","Atlansys Software, LLC"
"FSFilter Activity Monitor","iSafeKrnl.sys","382390","Elex Tech Inc"
"FSFilter Activity Monitor","iSafeKrnlMon.sys","382380","Elex Tech Inc"
"FSFilter Activity Monitor","EdrDriver.sys","382350.5","Huawei Technologies Co. Ltd."
"FSFilter Activity Monitor","AtdrAgent.sys","382325","360 Software (Beijing)"
"FSFilter Activity Monitor","AtdrAgent64.sys","382325","360 Software (Beijing)"
"FSFilter Activity Monitor","Qutmdrv.sys","382320","360 Software (Beijing)"
"FSFilter Activity Monitor","360box.sys","382310","Qihoo 360"
"FSFilter Activity Monitor","360fsflt.sys","382300","Beijing Qihoo Technology Co., Ltd."
"FSFilter Activity Monitor","PSFSF.sys","382250.5","Peer Software Inc"
"FSFilter Activity Monitor","scred.sys","382210","SoftCamp Co., Ltd."
"FSFilter Activity Monitor","PDGenFam.sys","382200","Soluto LTD"
"FSFilter Activity Monitor","MCFileMon64.sys (x64 systems)","382100","Sumitomo Electric Ltd."
"FSFilter Activity Monitor","MCFileMon32.sys (x32 systems)","382100","Sumitomo Electric Ltd."
"FSFilter Activity Monitor","RyGuard.sys","382050","SHENZHEN UNNOO Information Techco., Ltd"
"FSFilter Activity Monitor","FileShareMon.sys","382040","SHENZHEN UNNOO Information Techco., Ltd"
"FSFilter Activity Monitor","ryfilter.sys","382030","SHENZHEN UNNOO Information Techco., Ltd"
"FSFilter Activity Monitor","secufile.sys","382020","Shenzhen Unnoo LTD"
"FSFilter Activity Monitor","XiaobaiFs.sys","382010","Shenzhen Unnoo LTD"
"FSFilter Activity Monitor","XiaobaiFsR.sys","382000","Shenzhen Unnoo LTD"
"FSFilter Activity Monitor","TWBDCFilter.sys","381910","Trustwave"
"FSFilter Activity Monitor","VPDrvNt.sys","381900","AhnLab, Inc."
"FSFilter Activity Monitor","eetd32.sys","381800","Entrust Inc."
"FSFilter Activity Monitor","eetd64.sys","381800","Entrust Inc."
"FSFilter Activity Monitor","CheatShield.sys","381750.5","ConnorZ Inc."
"FSFilter Activity Monitor","dnaFSMonitor.sys","381700","Dtex Systems"
"FSFilter Activity Monitor","iwhlp2.sys on 2000","381610","InfoWatch"
"FSFilter Activity Monitor","iwhlpxp.sys on XP","381610","InfoWatch"
"FSFilter Activity Monitor","iwhlp.sys on Vista","381610","InfoWatch"
"FSFilter Activity Monitor","iwdmfs.sys","381600","InfoWatch"
"FSFilter Activity Monitor","IronGateFD.sys","381500","rubysoft"
"FSFilter Activity Monitor","MagicBackupMonitor.sys","381400","Magic Softworks, Inc."
"FSFilter Activity Monitor","Sonar.sys","381337","IKARUS Security"
"FSFilter Activity Monitor","IPFilter.sys","381310","Jinfengshuntai"
"FSFilter Activity Monitor","MSpy.sys","381300","Ladislav Zezula"
"FSFilter Activity Monitor","inuse.sys","381200","March Hare Software Ltd"
"FSFilter Activity Monitor","qfmon.sys","381190","Quality Corporation"
"FSFilter Activity Monitor","FMSRVCIO.sys","381165","NEC Solution Innovators"
"FSFilter Activity Monitor","flyfs.sys","381160","NEC Soft, Ltd."
"FSFilter Activity Monitor","serfs.sys","381150","NEC Soft, Ltd."
"FSFilter Activity Monitor","hdrfs.sys","381140","NEC Soft, Ltd."
"FSFilter Activity Monitor","lwtd_ftd.sys","381130.5","NEC Corporation"
"FSFilter Activity Monitor","UVMCIFSF.sys","381130","NEC Corporation"
"FSFilter Activity Monitor","ICFClientFlt.sys","381120","NEC System Technologies,Ltd."
"FSFilter Activity Monitor","IccFileIoAd.sys","381110","NEC System Technologies,Ltd."
"FSFilter Activity Monitor","IccFilterAudit.sys","381100","NEC System Technologies"
"FSFilter Activity Monitor","IccFilterSc.sys","381090","InfoCage"
"FSFilter Activity Monitor","Sefo.sys - Top","381010","Solusseum Inc"
"FSFilter Activity Monitor","mtsvcdf.sys","381000","CristaLink"
"FSFilter Activity Monitor","SDDrvLdr.sys","380970","Aliaksander Lebiadzevich"
"FSFilter Activity Monitor","fscbtflt.sys","380930.5","Cohesity Inc"
"FSFilter Activity Monitor","SQLsafeFilterDriver.sys","380901","Idera Software"
"FSFilter Activity Monitor","IderaFilterDriver.sys","380900","Idera"
"FSFilter Activity Monitor","sie-filemon.sys","380852.5","SN Systems Ltd"
"FSFilter Activity Monitor","cbfilter20.sys","380852","SN Systems Ltd"
"FSFilter Activity Monitor","cbfsfilter2017.sys","380850","SN Systems Ltd"
"FSFilter Activity Monitor","xhunter1.sys","380800","Wellbia.com"
"FSFilter Activity Monitor","iGuard.sys","380720","i-Guard SAS"
"FSFilter Activity Monitor","cbfltfs4.sys","380715","Nomadesk"
"FSFilter Activity Monitor","cbfltfs4.sys","380710","Backup Systems Ltd"
"FSFilter Activity Monitor","PkgFilter.sys","380700","Scalable Software Inc."
"FSFilter Activity Monitor","Itff.sys","380670.5","Light Star Information"
"FSFilter Activity Monitor","minifswatcher.sys","380650","BITCORP S.R.L."
"FSFilter Activity Monitor","snimg.sys","380600","Softnext Technologies"
"FSFilter Activity Monitor","cbfilter20.sys","380530","Brainloop AG"
"FSFilter Activity Monitor","SK.sys","380520","HEAT Software"
"FSFilter Activity Monitor","cbfsfilter2017.sys","380515","Kits Ltd."
"FSFilter Activity Monitor","mpxmon.sys","380510","Positive Technologies"
"FSFilter Activity Monitor","filenamevalidator.sys","380502","Infotecs"
"FSFilter Activity Monitor","SWAgent.sys","380500.5","Stairwell Inc"
"FSFilter Activity Monitor","KC3.sys","380500","Infotecs"
"FSFilter Activity Monitor","PLPOffDrv.sys","380492","SK Infosec Co"
"FSFilter Activity Monitor","ISFPDrv.sys","380491","SK Infosec Co"
"FSFilter Activity Monitor","ionmonwdrv.sys","380490","SK Infosec Co"
"FSFilter Activity Monitor","Sefo.sys - Middle","380480","Solusseum Inc"
"FSFilter Activity Monitor","sagntflt.sys","380470","ShinNihonSystec Co"
"FSFilter Activity Monitor","VrVBRFsFilter.sys","380461","Hauri Inc"
"FSFilter Activity Monitor","VrExpDrv.sys","380460","Hauri Inc"
"FSFilter Activity Monitor","srminifilterdrv.sys","380450","Citrix Systems"
"FSFilter Activity Monitor","zzpensys.sys","380440","Zhuan Zhuan Jing Shen"
"FSFilter Activity Monitor","tedrdrv.sys","380430","Palo Alto Networks"
"FSFilter Activity Monitor","fangcloud_autolock_driver.sys","380420","Hangzhou Yifangyun"
"FSFilter Activity Monitor","FASDriver","380410","Tech Research"
"FSFilter Activity Monitor","asbm.sys","380405.5","AsiaInfo Technologies (Chengdu), Inc."
"FSFilter Activity Monitor","kFileFlt.sys","380405","AsiaInfo Technologies"
"FSFilter Activity Monitor","cpfd10.sys","380400","CYEBIZ co Ltd"
"FSFilter Activity Monitor","ZeroneAODVirtualDisk.sys","380390.5","Zero One Technology Co"
"FSFilter Activity Monitor","ZeroneAODVirtualDisk64.sys","380390.5","Zero One Technology Co"
"FSFilter Activity Monitor","cbregistry22.sys","380220.5","Liquidware Labs"
"FSFilter Activity Monitor","cbprocess22.sys","380220.2","Liquidware Labs"
"FSFilter Activity Monitor","edrmon.sys","380050.5","CELALETTIN ER"
"FSFilter Activity Monitor","edrsec.sys","380050.5","CELALETTIN ER"
"FSFilter Activity Monitor","edrfrm.sys","380050.5","CELALETTIN ER"
"FSFilter Activity Monitor","edrprt.sys","380050.5","CELALETTIN ER"
"FSFilter Activity Monitor","edrhips.sys","380050.5","CELALETTIN ER"
"FSFilter Activity Monitor","CbSampleDrv.sys","380020","Microsoft"
"FSFilter Activity Monitor","CbSampleDrv.sys","380010","Microsoft"
"FSFilter Activity Monitor","CbSampleDrv.sys","380000","Microsoft"
"FSFilter Activity Monitor","SecurityVision.FileSystemMinifilterDriver.sys","379375.5","Intellektualnaya Bezopasnost, OOO"
"FSFilter Activity Monitor","denuvo-anti-cheat-driver.sys","378750.5","Denuvo GmbH"
"FSFilter Activity Monitor","RGateFsFilter.sys","378125.5","eXsoft Co., Ltd."
"FSFilter Activity Monitor","CybeeObserver.sys","377500.5","Cybee  L.L.C."
"FSFilter Activity Monitor","ossmon.sys","376875.5","Orca Security Inc."
"FSFilter Activity Monitor","ASUSSecMon.sys","376250.5","ASUSTek COMPUTER INC."
"FSFilter Activity Monitor","AresGreenFF.sys","375625.5","Ares Green Ltd."
"FSFilter Activity Monitor","SlrRegFlt.sys","375000.8","AST Cyber Lab LLP"
"FSFilter Activity Monitor","SlrFsFlt.sys","375000.5","AST Cyber Lab LLP"
"FSFilter Activity Monitor","NightfallAi.sys","374250.5","Nightfall AI"
"FSFilter Activity Monitor","FileCloudDrv.sys","373500.5","FileCloud"
"FSFilter Activity Monitor","hajesoft_fsd.sys","372750.5","hajesoft Ltd."
"FSFilter Activity Monitor","EdsAppRep.sys","372000.5","Alibaba Cloud Computing Ltd."
"FSFilter Activity Monitor","simrep.sys","371100","Microsoft"
"FSFilter Activity Monitor","change.sys","370160","Microsoft"
"FSFilter Activity Monitor","delete_flt.sys","370150","Microsoft"
"FSFilter Activity Monitor","SmbResilFilter.sys","370140","Microsoft"
"FSFilter Activity Monitor","usbtest.sys","370130","Microsoft"
"FSFilter Activity Monitor","NameChanger.sys","370120","Microsoft"
"FSFilter Activity Monitor","failMount.sys","370110","Microsoft"
"FSFilter Activity Monitor","failAttach.sys","370100","Microsoft"
"FSFilter Activity Monitor","stest.sys","370090","Microsoft"
"FSFilter Activity Monitor","cdo.sys","370080","Microsoft"
"FSFilter Activity Monitor","ctx.sys","370070","Microsoft"
"FSFilter Activity Monitor","fmm.sys","370060","Microsoft"
"FSFilter Activity Monitor","cancelSafe.sys","370050","Microsoft"
"FSFilter Activity Monitor","message.sys","370040","Microsoft"
"FSFilter Activity Monitor","passThrough.sys","370030","Microsoft"
"FSFilter Activity Monitor","nullFilter.sys","370020","Microsoft"
"FSFilter Activity Monitor","ntest.sys","370010","Microsoft"
"FSFilter Activity Monitor","minispy.sys - Middle","370000","Microsoft"
"FSFilter Activity Monitor","VersaUSBProtectionDriver.sys","369650.9","Versa Networks, Inc."
"FSFilter Activity Monitor","VersaTamperProtectionDriver.sys","369650.5","Versa Networks Inc."
"FSFilter Activity Monitor","KenestoDriveAC.sys","369620.5","Kenesto Corp"
"FSFilter Activity Monitor","ZdProtect.sys","369600.5","Chongqing Intelligent Information Tech Co.,Ltd"
"FSFilter Activity Monitor","MEDrv.sys","369565.5","mistiny.com"
"FSFilter Activity Monitor","cbfilter20.sys","369560.5","Blondell-Hart Inc."
"FSFilter Activity Monitor","WDDlpKM.sys","369055.5","FILEAGO SOFTWARE PRIVATE LIMITED"
"FSFilter Activity Monitor","CyberhavenSystemMonitor.sys","368550.5","Cyberhaven Inc"
"FSFilter Activity Monitor","AvaPsFD.sys","368540","Avanite Limited"
"FSFilter Activity Monitor","isecureflt.sys","368530","iSecure Ltd."
"FSFilter Activity Monitor","SFPMonitor.sys - Middle","368520","SonicWall Inc"
"FSFilter Activity Monitor","wats_se.sys","368510","Fujian Shen Kong"
"FSFilter Activity Monitor","secure_os_mf.sys","368500","HAURI"
"FSFilter Activity Monitor","FileMonitor.sys","368470","Cygna Labs"
"FSFilter Activity Monitor","asiofms.sys","368460","Encourage Technologies"
"FSFilter Activity Monitor","AbtFileSystemBlocker.sys","368452","Absolute Software"
"FSFilter Activity Monitor","cbfsfilter2017.sys","368450","Absolute Software"
"FSFilter Activity Monitor","FileHubAgent.sys","368440","SmartFile LLC"
"FSFilter Activity Monitor","pfracdrv.sys","368430","NURILAB"
"FSFilter Activity Monitor","nrcomgrdki.sys","368420","NURILAB"
"FSFilter Activity Monitor","nrcomgrdka.sys","368420","NURILAB"
"FSFilter Activity Monitor","nrpmonki.sys","368410","NURILAB"
"FSFilter Activity Monitor","nrpmonka.sys","368410","NURILAB"
"FSFilter Activity Monitor","nravwka.sys","368400","NURILAB"
"FSFilter Activity Monitor","bhkavki.sys","368390","NURILAB"
"FSFilter Activity Monitor","bhkavka.sys","368390","NURILAB"
"FSFilter Activity Monitor","docvmonk.sys","368380","NURILAB"
"FSFilter Activity Monitor","docvmonk64.sys","368380","NURILAB"
"FSFilter Activity Monitor","InvProtectDrv.sys","368370","Invincea"
"FSFilter Activity Monitor","InvProtectDrv64.sys","368370","Invincea"
"FSFilter Activity Monitor","browserMon.sys","368360","Adtrustmedia"
"FSFilter Activity Monitor","SfdFilter.sys","368350","Sandoll Communication"
"FSFilter Activity Monitor","phdcbtdrv.sys","368340","PHD Virtual Tech Inc."
"FSFilter Activity Monitor","sysdiag.sys","368330","HeroBravo Technology"
"FSFilter Activity Monitor","wlminisecmod.sys","368329","Winicssec Ltd"
"FSFilter Activity Monitor","WntGPDrv.sys","368327","Winicssec Ltd"
"FSFilter Activity Monitor","edrdrv.sys","368325","Nurd Yazilim A.S."
"FSFilter Activity Monitor","CmdCwagt.sys","368322","Comodo Security Solutions Inc."
"FSFilter Activity Monitor","cfrmd.sys","368320","Comodo Security Solutions Inc."
"FSFilter Activity Monitor","repdrv.sys","368310","Vision Solutions"
"FSFilter Activity Monitor","repmon.sys","368300","Vision Solutions"
"FSFilter Activity Monitor","cvofflineFlt32.sys","368200","Quantum Corporation."
"FSFilter Activity Monitor","cvofflineFlt64.sys","368200","Quantum Corporation."
"FSFilter Activity Monitor","K7SysMon.sys","368150.5","K7 Computing Private Ltd"
"FSFilter Activity Monitor","DsDriver.sys","368100","Warp Disk Software"
"FSFilter Activity Monitor","xdrmon.sys","368050.5","LLC Breakthrough Technologies"
"FSFilter Activity Monitor","nlcbhelpx86.sys","368000","NetLib"
"FSFilter Activity Monitor","nlcbhelpx64.sys","368000","NetLib"
"FSFilter Activity Monitor","nlcbhelpi64.sys","368000","NetLib"
"FSFilter Activity Monitor","wbfilter.sys","367950","Whitebox Security"
"FSFilter Activity Monitor","LRAgentMF.sys","367900","LogRhythm Inc."
"FSFilter Activity Monitor","Drwebfwflt.sys","367810","Doctor Web"
"FSFilter Activity Monitor","EventMon.sys","367800","Doctor Web"
"FSFilter Activity Monitor","dsfltfs.sys","367760","Digitalsense Co"
"FSFilter Activity Monitor","soidriver.sys","367750","Sophos Plc"
"FSFilter Activity Monitor","drvhookcsmf.sys","367700","GrammaTech, Inc."
"FSFilter Activity Monitor","drvhookcsmf_amd64.sys","367700","GrammaTech, Inc."
"FSFilter Activity Monitor","RevoNetDriver.sys","367650","J's Communication Co."
"FSFilter Activity Monitor","avipbb.sys","367600","Avira GmbH"
"FSFilter Activity Monitor","FileSightMF.sys","367500","PA File Sight"
"FSFilter Activity Monitor","csaam.sys","367400","Cisco Systems"
"FSFilter Activity Monitor","FSMon.sys","367300","1mill"
"FSFilter Activity Monitor","AccessValidator.sys","367200","Shanghai YiCun Network Tech Co. Ltd"
"FSFilter Activity Monitor","filefilter.sys","367100","Beijing Zhong Hang Jiaxin Computer Technology Co.,Ltd."
"FSFilter Activity Monitor","iiscache.sys","367000","Microsoft"
"FSFilter Activity Monitor","nowonmf.sys","366993","Diskeeper Corporation"
"FSFilter Activity Monitor","dktlfsmf.sys","366992","Diskeeper Corporation"
"FSFilter Activity Monitor","DKDrv.sys","366991","Diskeeper Corporation"
"FSFilter Activity Monitor","DKRtWrt.sys - temp fix for XPSP3","366990","Diskeeper Corporation"
"FSFilter Activity Monitor","HBFSFltr.sys","366980","Diskeeper Corporation"
"FSFilter Activity Monitor","xoiv8x64.sys","366940","Arcserve"
"FSFilter Activity Monitor","xomfcbt8x64.sys","366930","CA"
"FSFilter Activity Monitor","KmxAgent.sys","366920","CA"
"FSFilter Activity Monitor","KmxFile.sys","366910","CA"
"FSFilter Activity Monitor","KmxSbx.sys","366900","CA"
"FSFilter Activity Monitor","PointGuardVistaR32.sys","366810","Futuresoft"
"FSFilter Activity Monitor","PointGuardVistaR64.sys","366810","Futuresoft"
"FSFilter Activity Monitor","PointGuardVistaF.sys","366800","Futuresoft"
"FSFilter Activity Monitor","PointGuardVista64F.sys","366800","Futuresoft"
"FSFilter Activity Monitor","vintmfs.sys","366789","CondusivTechnologies"
"FSFilter Activity Monitor","hiofs.sys","366782","Condusiv Technologies"
"FSFilter Activity Monitor","intmfs.sys","366781","CondusivTechnologies"
"FSFilter Activity Monitor","excfs.sys","366780","CondusivTechnologies"
"FSFilter Activity Monitor","zampit_ml.sys","366700","Zampit"
"FSFilter Activity Monitor","CGProtect.sys","366669.9","Tencent Technology"
"FSFilter Activity Monitor","ProximaGameAntiCheat.sys","366669.8","PROXIMA BETA PTE"
"FSFilter Activity Monitor","ProximaGameAntiCheat.sys","366669.7","PROXIMA BETA PTE"
"FSFilter Activity Monitor","ACE-BASE.sys","366669.6","Tencent Technology"
"FSFilter Activity Monitor","ACE-GAME.sys","366669.5","Tencent Technology"
"FSFilter Activity Monitor","TenRSafe2.sys","366669","Tencent Technology"
"FSFilter Activity Monitor","tesxporter.sys","366667","Tencent Technology"
"FSFilter Activity Monitor","tesxnginx.sys","366666","Tencent Technology"
"FSFilter Activity Monitor","detector.sys","366620.5","MemCrypt Limited"
"FSFilter Activity Monitor","rflog.sys","366600","AppStream, Inc."
"FSFilter Activity Monitor","csmon.sys","366582","CyberSight Inc"
"FSFilter Activity Monitor","mumdi.sys","366540","ZenmuTech Inc."
"FSFilter Activity Monitor","LivedriveFilter.sys","366500","Livedrive Internet Ltd"
"FSFilter Activity Monitor","regmonex.sys","366410","Tranxition Corp"
"FSFilter Activity Monitor","TXRegMon.sys","366400","Tranxition Corp"
"FSFilter Activity Monitor","SDVFilter.sys","366300","Soliton Systems K.K."
"FSFilter Activity Monitor","eLock2FSCTLDriver.sys","366210","Egis Technology Inc."
"FSFilter Activity Monitor","msiodrv4.sys","366200","Centennial Software Ltd"
"FSFilter Activity Monitor","mmPsy32.sys","366110","Resplendence Software Projects"
"FSFilter Activity Monitor","mmPsy64.sys","366110","Resplendence Software Projects"
"FSFilter Activity Monitor","rrMon32.sys","366100","Resplendence Software Projects"
"FSFilter Activity Monitor","rrMon64.sys","366100","Resplendence Software Projects"
"FSFilter Activity Monitor","cvsflt.sys","366000","March Hare Software Ltd"
